dataset,rho
GSE185381,0.220588235294118
GSE185381,0.0343137254901961
GSE185381,0.16421568627451
GSE185381,0.274509803921569
GSE185381,0.193627450980392
GSE185381,0.0122549019607843
GSE185381,0.350490196078431
GSE185381,0.053921568627451
GSE185381,0.053921568627451
GSE185381,-0.0318627450980392
GSE185381,-0.17156862745098
GSE185381,-0.0857843137254902
GSE185381,0.0318627450980392
GSE185381,-0.071078431372549
GSE185381,-0.32843137254902
GSE185381,-0.0808823529411765
GSE185381,-0.0465686274509804
GSE185381,-0.110294117647059
GSE185381,-0.0245098039215686
GSE185381,-0.188725490196078
GSE185381,-0.0343137254901961
GSE185381,-0.0612745098039216
GSE185381,0.183823529411765
GSE185381,0.0808823529411765
GSE185381,-0.0490196078431373
GSE185381,-0.00735294117647059
GSE185381,-0.144607843137255
GSE185381,0.406862745098039
GSE185381,0.235294117647059
GSE185381,0.142156862745098
GSE185381,0.0514705882352941
GSE185381,0.156862745098039
GSE185381,0.281862745098039
